Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Pos,Year
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD,,
Maurice AlexanderM. Alexander,6,1.0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,WR,2022
C.J. BoardC. Board,6,1.0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,WR,2022
Jalen CampJ. Camp,6,1.0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,WR,2022
Erik EzukanmaE. Ezukanma,11,1.0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,WR,2022
Deonte HartyD. Harty,14,1.0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,1,0,WR,2022
Tyron JohnsonT. Johnson,10,1.0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,WR,2022
Mason KinseyM. Kinsey,6,1.0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,WR,2022
Jason MooreJ. Moore,8,1.0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,WR,2022
Ihmir Smith-MarsetteI. Smith-Marsette,8,1.0,0,0,0,0,0,0,1,-1,0,0,1,15,0,0,1,0,WR,2022
Cody WhiteC. White,9,1.0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,WR,2022
KaVontae TurpinK. Turpin,9,0.0,0,0,0,0,0,0,3,17,0,0,1,9,0,0,2,0,WR,2022
Chester RogersC. Rogers,9,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,WR,2022
Travis KelceT. Kelce,8,309.0,0,0,0,0,0,0,2,5,0,0,110,1338,12,1,1,0,TE,2022
T.J. HockensonT. Hockenson,7,207.0,0,0,0,0,0,0,0,0,0,0,86,914,6,2,1,0,TE,2022
George KittleG. Kittle,9,194.0,0,0,0,0,0,0,0,0,0,0,60,765,11,0,1,0,TE,2022
Mark AndrewsM. Andrews,10,184.0,0,0,0,0,0,0,3,8,0,0,73,847,5,1,0,0,TE,2022
Evan EngramE. Engram,11,168.0,0,0,0,0,0,0,2,13,0,0,73,766,4,1,0,0,TE,2022
Tyler HigbeeT. Higbee,7,146.0,0,0,0,0,0,0,0,0,0,0,72,620,3,0,0,0,TE,2022
Pat FreiermuthP. Freiermuth,9,141.0,0,0,0,0,0,0,0,0,0,0,63,732,2,0,0,0,TE,2022
Cole KmetC. Kmet,14,140.0,0,0,0,0,0,0,2,9,0,0,50,544,7,0,0,0,TE,2022
Dallas GoedertD. Goedert,7,138.0,0,0,0,0,0,0,0,0,0,0,55,702,3,0,1,0,TE,2022
Dalton SchultzD. Schultz,9,138.0,0,0,0,0,0,0,0,0,0,0,57,577,5,0,1,0,TE,2022
Taysom HillT. Hill,14,136.0,19,13,240,2,0,0,96,575,7,0,9,77,2,0,0,0,TE,2022
David NjokuD. Njoku,9,136.0,0,0,0,0,0,0,2,-8,0,0,58,628,4,0,1,0,TE,2022
Gerald EverettG. Everett,8,133.0,0,0,0,0,0,0,1,0,0,0,58,555,4,1,0,0,TE,2022
Juwan JohnsonJ. Johnson,14,130.0,0,0,0,0,0,0,0,0,0,0,42,508,7,0,0,0,TE,2022
Dawson KnoxD. Knox,7,130.0,0,0,0,0,0,0,0,0,0,0,48,517,6,0,0,0,TE,2022
Tyler ConklinT. Conklin,10,124.0,0,0,0,0,0,0,2,3,0,0,58,552,3,0,0,0,TE,2022
Noah FantN. Fant,11,116.0,0,0,0,0,0,0,0,0,0,0,50,486,4,0,0,0,TE,2022
Jordan AkinsJ. Akins,6,112.0,0,0,0,0,0,0,0,0,0,0,37,495,5,1,1,0,TE,2022
Zach ErtzZ. Ertz,13,112.0,0,0,0,0,0,0,0,0,0,0,47,406,4,2,0,0,TE,2022
Robert TonyanR. Tonyan,14,105.0,0,0,0,0,0,0,0,0,0,0,53,470,2,0,0,0,TE,2022
Hunter HenryH. Henry,10,100.0,0,0,0,0,0,0,0,0,0,0,41,509,2,0,0,0,TE,2022
Hayden HurstH. Hurst,10,99.0,0,0,0,0,0,0,0,0,0,0,52,414,2,0,0,0,TE,2022
Mike GesickiM. Gesicki,11,92.0,0,0,0,0,0,0,0,0,0,0,32,362,5,0,0,0,TE,2022
Chigoziem OkonkwoC. Okonkwo,6,92.0,0,0,0,0,0,0,3,2,0,0,32,450,3,1,0,0,TE,2022
Austin HooperA. Hooper,6,89.0,0,0,0,0,0,0,0,0,0,0,41,444,2,0,0,0,TE,2022
Isaiah LikelyI. Likely,10,86.0,0,0,0,0,0,0,0,0,0,0,36,373,3,0,0,0,TE,2022
Cade OttonC. Otton,11,86.0,0,0,0,0,0,0,0,0,0,0,42,391,2,0,0,0,TE,2022
Greg DulcichG. Dulcich,9,83.0,0,0,0,0,0,0,0,0,0,0,33,411,2,0,0,0,TE,2022
Foster MoreauF. Moreau,6,82.0,0,0,0,0,0,0,0,2,0,0,33,420,2,0,1,0,TE,2022
Will DisslyW. Dissly,11,81.0,0,0,0,0,0,0,0,0,0,0,34,349,3,0,0,0,TE,2022
Darren WallerD. Waller,6,81.0,0,0,0,0,0,0,0,0,0,0,28,388,3,0,0,0,TE,2022
Daniel BellingerD. Bellinger,9,71.0,0,0,0,0,0,0,1,2,1,0,30,268,2,1,1,0,TE,2022
Logan ThomasL. Thomas,14,71.0,0,0,0,0,0,0,0,0,0,0,39,323,1,0,0,0,TE,2022
Kyle PittsK. Pitts,14,69.0,0,0,0,0,0,0,0,0,0,0,28,356,2,0,0,0,TE,2022
Jelani WoodsJ. Woods,14,68.0,0,0,0,0,0,0,0,0,0,0,25,312,3,0,0,0,TE,2022
Noah GrayN. Gray,8,64.0,0,0,0,0,0,0,1,1,1,0,28,299,1,0,0,0,TE,2022
Colby ParkinsonC. Parkinson,11,63.0,0,0,0,0,0,0,0,0,0,0,25,322,2,0,0,0,TE,2022
Brock WrightB. Wright,6,60.0,0,0,0,0,0,0,0,0,0,0,18,216,4,0,0,0,TE,2022
Trey McBrideT. McBride,13,57.0,0,0,0,0,0,0,0,0,0,0,29,265,1,0,0,0,TE,2022
Kylen GransonK. Granson,14,55.0,0,0,0,0,0,0,1,0,0,0,31,302,0,0,0,0,TE,2022
Harrison BryantH. Bryant,9,53.0,0,0,0,0,0,0,1,8,0,0,31,239,1,0,0,0,TE,2022
Irv SmithI. Smith,7,52.0,0,0,0,0,0,0,0,0,0,0,25,182,2,0,0,0,TE,2022
C.J. UzomahC. Uzomah,10,51.0,0,0,0,0,0,0,0,0,0,0,21,232,2,0,0,0,TE,2022
MyCole PruittM. Pruitt,14,50.0,0,0,0,0,0,0,0,0,0,0,16,150,4,0,0,0,TE,2022
Mo Alie-CoxM. Alie-Cox,14,49.0,0,0,0,0,0,0,0,0,0,0,19,189,3,0,1,0,TE,2022
Jonnu SmithJ. Smith,10,49.0,0,0,0,0,0,0,1,5,0,0,27,245,0,0,0,0,TE,2022
Tommy TrembleT. Tremble,13,49.0,0,0,0,0,0,0,0,0,0,0,19,174,3,0,1,0,TE,2022
Jake FergusonJ. Ferguson,9,44.0,0,0,0,0,0,0,0,0,0,0,19,174,2,0,0,0,TE,2022
Peyton HendershotP. Hendershot,9,38.0,0,0,0,0,0,0,1,2,1,0,11,103,2,0,0,0,TE,2022
Adam TrautmanA. Trautman,14,38.0,0,0,0,0,0,0,0,0,0,0,18,207,1,0,0,0,TE,2022
Shane ZylstraS. Zylstra,6,38.0,0,0,0,0,0,0,0,0,0,0,11,60,4,0,0,0,TE,2022
Josh OliverJ. Oliver,10,37.0,0,0,0,0,0,0,0,0,0,0,14,149,2,0,0,0,TE,2022
Ian ThomasI. Thomas,13,36.0,0,0,0,0,0,0,0,0,0,0,21,197,0,0,0,0,TE,2022
Durham SmytheD. Smythe,11,35.0,0,0,0,0,0,0,2,1,1,0,15,129,1,0,0,0,TE,2022
John MundtJ. Mundt,7,34.0,0,0,0,0,0,0,0,0,0,0,19,140,1,0,0,0,TE,2022
Cameron BrateC. Brate,11,33.0,0,0,0,0,0,0,0,0,0,0,20,174,0,0,0,0,TE,2022
Eric SaubertE. Saubert,9,33.0,0,0,0,0,0,0,0,0,0,0,15,148,1,0,0,0,TE,2022
Mitchell WilcoxM. Wilcox,10,33.0,0,0,0,0,0,0,0,0,0,0,17,139,1,0,0,0,TE,2022
O.J. HowardO. Howard,6,32.0,0,0,0,0,0,0,0,0,0,0,10,145,2,0,0,0,TE,2022
Connor HeywardC. Heyward,9,31.0,0,0,0,0,0,0,2,27,0,0,12,151,1,0,0,0,TE,2022
Lawrence CagerL. Cager,9,29.0,0,0,0,0,0,0,0,0,0,0,13,118,1,0,0,0,TE,2022
Zach GentryZ. Gentry,9,29.0,0,0,0,0,0,0,0,0,0,0,19,132,0,0,0,0,TE,2022
Teagan QuitorianoT. Quitoriano,6,29.0,0,0,0,0,0,0,0,0,0,0,7,113,2,0,0,0,TE,2022
Joe FortsonJ. Fortson,8,28.0,0,0,0,0,0,0,0,0,0,0,9,108,2,0,1,0,TE,2022
John BatesJ. Bates,14,27.0,0,0,0,0,0,0,0,0,0,0,14,108,1,0,0,0,TE,2022
Donald ParhamD. Parham,8,27.0,0,0,0,0,0,0,0,0,0,0,10,130,1,0,0,0,TE,2022
Eric TomlinsonE. Tomlinson,9,27.0,0,0,0,0,0,0,0,0,0,0,9,79,2,0,0,0,TE,2022
Marcedes LewisM. Lewis,14,25.0,0,0,0,0,0,0,0,0,0,0,6,66,2,1,0,0,TE,2022
James MitchellJ. Mitchell,6,25.0,0,0,0,0,0,0,0,0,0,0,11,113,1,0,0,0,TE,2022
Albert OkwuegbunamA. Okwuegbunam,9,24.0,0,0,0,0,0,0,0,0,0,0,10,95,1,0,0,0,TE,2022
Brevin JordanB. Jordan,6,23.0,0,0,0,0,0,0,0,0,0,0,14,128,0,0,0,0,TE,2022
Pharaoh BrownP. Brown,9,22.0,0,0,0,0,0,0,0,0,0,0,12,117,0,0,0,0,TE,2022
Tanner HudsonT. Hudson,10,21.0,0,0,0,0,0,0,0,0,0,0,10,132,0,0,0,0,TE,2022
Jack StollJ. Stoll,7,21.0,0,0,0,0,0,0,0,0,0,0,11,123,0,0,0,0,TE,2022
Josiah DeguaraJ. Deguara,14,20.0,0,0,0,0,0,0,0,0,0,0,13,114,0,0,0,0,TE,2022
Geoff SwaimG. Swaim,6,20.0,0,0,0,0,0,0,0,0,0,0,12,58,1,0,0,0,TE,2022
Quintin MorrisQ. Morris,7,19.0,0,0,0,0,0,0,0,0,0,0,8,84,1,0,1,0,TE,2022
Ross DwelleyR. Dwelley,9,18.0,0,0,0,0,0,0,0,0,0,0,3,105,1,0,0,0,TE,2022
Dan ArnoldD. Arnold,11,17.0,0,0,0,0,0,0,0,0,0,0,9,135,0,0,0,0,TE,2022
Anthony FirkserA. Firkser,14,17.0,0,0,0,0,0,0,0,0,0,0,9,100,0,0,0,0,TE,2022
Ko KieftK. Kieft,11,17.0,0,0,0,0,0,0,0,0,0,0,7,80,1,0,0,0,TE,2022
Brycen HopkinsB. Hopkins,7,16.0,0,0,0,0,0,0,0,0,0,0,7,109,0,0,0,0,TE,2022
Tre' McKittyT. McKitty,8,15.0,0,0,0,0,0,0,0,0,0,0,10,72,0,0,0,0,TE,2022
Giovanni RicciG. Ricci,13,15.0,0,0,0,0,0,0,0,0,0,0,8,100,0,0,0,0,TE,2022
Grant CalcaterraG. Calcaterra,7,12.0,0,0,0,0,0,0,0,0,0,0,5,81,0,0,0,0,TE,2022
Parker HesseP. Hesse,14,12.0,0,0,0,0,0,0,0,0,0,0,9,89,0,0,0,0,TE,2022
Armani RogersA. Rogers,14,12.0,0,0,0,0,0,0,2,26,0,0,5,64,0,0,0,0,TE,2022
Kyle RudolphK. Rudolph,11,10.0,0,0,0,0,0,0,0,0,0,0,3,28,1,0,0,0,TE,2022
Blake BellB. Bell,8,9.0,0,0,0,0,0,0,0,0,0,0,2,20,1,0,0,0,TE,2022
Chris ManhertzC. Manhertz,11,9.0,0,0,0,0,0,0,0,0,0,0,6,42,0,0,0,0,TE,2022
Charlie KolarC. Kolar,10,8.0,0,0,0,0,0,0,0,0,0,0,4,49,0,0,0,0,TE,2022
Nick VannettN. Vannett,9,8.0,0,0,0,0,0,0,0,0,0,0,6,55,0,0,0,0,TE,2022
Luke FarrellL. Farrell,11,7.0,0,0,0,0,0,0,0,0,0,0,4,40,0,0,0,0,TE,2022
Tyler KroftT. Kroft,9,7.0,0,0,0,0,0,0,0,0,0,0,4,57,0,0,0,0,TE,2022
Tyler MabryT. Mabry,11,7.0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,TE,2022
Tyler DavisT. Davis,14,6.0,0,0,0,0,0,0,0,0,0,0,4,26,0,0,0,0,TE,2022
Stephen SullivanS. Sullivan,13,6.0,0,0,0,0,0,0,0,0,0,0,2,46,0,0,0,0,TE,2022
Trevon WescoT. Wesco,14,6.0,0,0,0,0,0,0,0,0,0,0,2,26,0,1,0,0,TE,2022
Ben EllefsonB. Ellefson,7,5.0,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0,TE,2022
Ryan GriffinR. Griffin,14,5.0,0,0,0,0,0,0,0,0,0,0,4,26,0,0,0,0,TE,2022
Kendall BlantonK. Blanton,8,4.0,0,0,0,0,0,0,0,0,0,0,2,35,0,0,0,0,TE,2022
Jesper HorstedJ. Horsted,6,4.0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,TE,2022
Stone SmarttS. Smartt,8,4.0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,TE,2022
Cole TurnerC. Turner,14,4.0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,TE,2022
Maxx WilliamsM. Williams,13,4.0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,TE,2022
Stephen AndersonS. Anderson,13,3.0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,TE,2022
Sean McKeonS. McKeon,9,3.0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,TE,2022
Devin AsiasiD. Asiasi,10,2.0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,TE,2022
Drew SampleD. Sample,10,2.0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,TE,2022
Mason SchreckM. Schreck,6,2.0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,TE,2022
Jacob HarrisJ. Harris,7,1.0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,TE,2022
Richard RodgersR. Rodgers,8,1.0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,TE,2022
Jeremy RuckertJ. Ruckert,10,1.0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,TE,2022
Tommy SweeneyT. Sweeney,7,1.0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,TE,2022
Feleipe FranksF. Franks,14,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TE,2022
